,,,Scope/Entity,,,,Service/Entity,,,,,,count,entity_type,scope,scope_description,service_identifier,service_display_text,service_description,service_endpoint,setting_identifier,settings_table,service_table,latest_value,latest_value_timestamp
24,19,OPS,OPSIntegrator,3,31,ops.services.ieft,OPSops.services.ieftIntegrator,OPSops.services.ieftcps.chc.access.key,3,96,,,1,Integrator,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,cps.chc.access.key,entity_service_type_setting,entity_service_type_setting,a070f78a1b0e32b39d2fa4afe868597c,4940
25,19,OPS,OPSParent,4,31,ops.services.ieft,OPSops.services.ieftParent,OPSops.services.ieftcps.chc.profile.id,1,97,,,12,Parent,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,cps.chc.profile.id,entity_service_type_setting,entity_service_type_setting,3512E303-B4D4-4A68-8DDA-CC5C390382E1,4942
26,19,OPS,OPSWeb Service,5,31,ops.services.ieft,OPSops.services.ieftWeb Service,OPSops.services.ieftcps.chc.profile.id,2,97,,,1,Web Service,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,cps.chc.profile.id,entity_service_type_setting,entity_service_type_setting,3512E303-B4D4-4A68-8DDA-CC5C390382E1,4942
27,19,OPS,OPSIntegrator,6,31,ops.services.ieft,OPSops.services.ieftIntegrator,OPSops.services.ieftcps.chc.profile.id,3,97,,,1,Integrator,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,cps.chc.profile.id,entity_service_type_setting,entity_service_type_setting,3512E303-B4D4-4A68-8DDA-CC5C390382E1,4942
28,19,OPS,OPSParent,7,31,ops.services.ieft,OPSops.services.ieftParent,OPSops.services.ieftcps.chc.secret.key,1,98,,,12,Parent,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,cps.chc.secret.key,entity_service_type_setting,entity_service_type_setting,4e49b387e60f487bbbda52091483da3eda51a2080907452fa216c60a83894f14c6ec3799ed824508aac1c9811535591fc8a3533aec85418abf6100d2d9d95c1c54fb8b5b9f79493c879164d7d51adf38cec0eee35dea44c0b53e9aa737ad3517143616f0a8ed4c99b1be9eb64b7f02454439a6da92e24a7382a70ad24e381f40,4941
29,19,OPS,OPSWeb Service,8,31,ops.services.ieft,OPSops.services.ieftWeb Service,OPSops.services.ieftcps.chc.secret.key,2,98,,,1,Web Service,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,cps.chc.secret.key,entity_service_type_setting,entity_service_type_setting,4e49b387e60f487bbbda52091483da3eda51a2080907452fa216c60a83894f14c6ec3799ed824508aac1c9811535591fc8a3533aec85418abf6100d2d9d95c1c54fb8b5b9f79493c879164d7d51adf38cec0eee35dea44c0b53e9aa737ad3517143616f0a8ed4c99b1be9eb64b7f02454439a6da92e24a7382a70ad24e381f40,4941
30,19,OPS,OPSIntegrator,9,31,ops.services.ieft,OPSops.services.ieftIntegrator,OPSops.services.ieftcps.chc.secret.key,3,98,,,1,Integrator,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,cps.chc.secret.key,entity_service_type_setting,entity_service_type_setting,4e49b387e60f487bbbda52091483da3eda51a2080907452fa216c60a83894f14c6ec3799ed824508aac1c9811535591fc8a3533aec85418abf6100d2d9d95c1c54fb8b5b9f79493c879164d7d51adf38cec0eee35dea44c0b53e9aa737ad3517143616f0a8ed4c99b1be9eb64b7f02454439a6da92e24a7382a70ad24e381f40,4941
31,19,OPS,OPSParent,10,31,ops.services.ieft,OPSops.services.ieftParent,OPSops.services.ieftops.ieft.ozow.sitecode,1,99,,,1,Parent,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,ops.ieft.ozow.sitecode,entity_service_setting,entity_service_setting,BIT-PLA-001,1
32,19,OPS,OPSParent,11,31,ops.services.ieft,OPSops.services.ieftParent,OPSops.services.ieftops.ieft.sms.footer,1,100,,,1,Parent,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,ops.ieft.sms.footer,entity_service_setting,entity_service_setting,Planet Fitness,35
33,19,OPS,OPSParent,12,31,ops.services.ieft,OPSops.services.ieftParent,OPSops.services.ieftops.ieft.sms.header,1,101,,,1,Parent,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,ops.ieft.sms.header,entity_service_setting,entity_service_setting,Planet Fitness IEFT service. Please follow this link to complete payment ,34
34,19,OPS,OPSWeb Service,13,31,ops.services.ieft,OPSops.services.ieftWeb Service,OPSops.services.ieftops.logo,1,102,,,1,Web Service,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,ops.logo,entity_service_type_setting,entity_service_type_setting,PD94bWwgdmVyc2lvbj0iMS4wIiBzdGFuZGFsb25lPSJubyI/Pgo8IURPQ1RZUEUgc3ZnIFBVQkxJQyAiLS8vVzNDLy9EVEQgU1ZHIDIwMDEwOTA0Ly9FTiIKICJodHRwOi8vd3d3LnczLm9yZy9UUi8yMDAxL1JFQy1TVkctMjAwMTA5MDQvRFREL3N2ZzEwLmR0ZCI+CjxzdmcgdmVyc2lvbj0iMS4wIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciCiB3aWR0aD0iNjI2LjAwMDAwMHB0IiBoZWlnaHQ9IjYyNi4wMDAwMDBwdCIgdmlld0JveD0iMCAwIDYyNi4wMDAwMDAgNjI2LjAwMDAwMCIKIHByZXNlcnZlQXNwZWN0UmF0aW89InhNaWRZTWlkIG1lZXQiPgoKPGcgdHJhbnNmb3JtPSJ0cmFuc2xhdGUoMC4wMDAwMDAsNjI2LjAwMDAwMCkgc2NhbGUoMC4xMDAwMDAsLTAuMTAwMDAwKSIKZmlsbD0iIzAwMDAwMCIgc3Ryb2tlPSJub25lIj4KPHBhdGggZD0iTTQxMzAgNDk1NSBjLTI3OSAtMzQgLTUzMyAtMTQyIC03OTUgLTMzOCAtMTMzIC05OSAtMzkyIC0zNTQgLTYxMQotNjAyIC04NyAtOTkgLTE5MyAtMjE1IC0yMzQgLTI1OCBsLTc2IC03OSAtNTQgMzcgYy04NSA1NyAtMTk3IDExMCAtMjg1IDEzNQotNjIgMTcgLTk3IDIxIC0xNjUgMTggLTc1IC00IC05MyAtOSAtMTU4IC00MyAtNzMgLTM4IC0xMTMgLTc3IC0xNjMgLTE2MApsLTI0IC00MCAzOSAzOSBjNzYgNzYgMTYyIDg4IDI0MiAzNCA0NSAtMzEgNTUgLTQ2IDEzNCAtMjAzIDk3IC0xOTUgMTMyIC0yNDkKMjA5IC0zMjMgOTYgLTkzIDE4MSAtMTM5IDQzNCAtMjM2IDE3MyAtNjcgNDEwIC0xOTEgNDMyIC0yMjYgMTUgLTI0IC05NiAtMTg3Ci0yMDkgLTMwNyAtODEgLTg2IC0yMTQgLTIwMiAtMjgzIC0yNDggLTI0IC0xNSAtNDAgLTMyIC0zNiAtMzggMyAtNiAxIC03IC01Ci0zIC03IDQgLTIyIDAgLTM0IC05IC0yMyAtMTYgLTIzIC0xNiA3IC0xMCAxMzIgMjkgNDAzIDE0MiA1MDMgMjEwIDIwIDEzIDM3CjIzIDM5IDIxIDEyIC0xMiAtMTI2IC0yMzEgLTIxMSAtMzM2IC0zMyAtNDEgLTYwIC04MCAtNTggLTg3IDIgLTggLTMgLTEwIC0xNAotNiAtMTIgNCAtMTUgMyAtMTAgLTUgNCAtNyAyIC0xMiAtNCAtMTIgLTYgMCAtMjEgLTEwIC0zMyAtMjEgbC0yMiAtMjEgMjQgMTIKYzU3IDI5IDExMCA2OCAxMDMgNzUgLTQgNSAtMSA1IDUgMSAxNiAtOSA1NiAxNyA0NSAyOSAtNCA1IC0yIDUgNCAyIDE4IC0xMAoxNTAgODkgMjU3IDE5MSAxMDggMTA2IDEwOCAxMDUgNzcgLTI2IC0yMSAtODYgLTE5IC05NyAxMiAtMTIwIDEwIC03IDE2IC0xNwoxMyAtMjIgLTMgLTUgLTEgLTExIDUgLTE1IDExIC03IDEzMCAxNzEgMTMwIDE5NCAwIDkgMyAxMSA5IDUgMjEgLTIzIC0zMAotMjY4IC03NSAtMzU2IC0yNSAtNDkgLTcgLTMwIDM0IDM1IDE1MCAyMzcgMjExIDQ2OCAxOTkgNzUyIC04IDE3MCAtNDAgMzM1Ci05NyA0OTUgLTM1IDk5IC04NiAzMTggLTc1IDMyOCAzIDMgMTAxIC0xNTkgMTY1IC0yNzMgMTkgLTMyIDUzIC0xMDEgNzYgLTE1MwpsNDIgLTk0IDggNDggYzEzIDc1IDkgMzMxIC01IDM5OSAtMTYgNzggLTQ5IDE4MCAtNzMgMjI4IC0xMSAyMiAtMTggNDAgLTE2CjQyIDggOCAyNzQgLTIxNiA0MDAgLTMzNSAxMjkgLTEyMyAxNTAgLTE0MCAxNDcgLTEyMiAtNCAyMiAyIDQyIDExIDM3IDE2IC0xMAoxMiA3IC0yMSAxMTAgLTU2IDE3NyAtMTI1IDMwNCAtMjIzIDQxMyAtMjYgMjggLTQzIDUyIC0zOCA1MiA0MSAwIDU1MyAtMjM4CjY4MSAtMzE2IDI0IC0xNSA0MCAtMjEgMzYgLTEzIC01IDggMyAyIDE4IC0xMyAzNSAtMzcgNDMgLTM1IDE5IDUgLTExIDE3IC0zOAo2NCAtNjAgMTAzIC05NCAxNjIgLTIyMyAzMTQgLTM1MCA0MTIgLTQxIDMxIC02OSA1OCAtNjQgNjAgNiAyIDczIC0xMyAxNDgKLTMzIDc1IC0xOSAxMzkgLTMzIDE0MiAtMzAgMyAzIC0xIDUgLTkgNiAtOCAwIC00IDQgOSAxMCAyMSA4IDIzIDE1IDIzIDcxIC0xCjM1IDAgNzUgMSA4OSBsMyAyNyAyNyAtMjAgYzE2IC0xMCAzMyAtMTYgMzggLTEzIDE2IDEwIC04IDM1IC0zMiAzNSAtMTAgMAotMTcgNCAtMTQgOSA2IDEwIC0xMDAgODQgLTE3MSAxMjAgLTI4IDE0IC03OCAyNSAtMTQ0IDMyIC01NiA1IC0xMTAgMTQgLTExOQoxOSAtMTAgNSAtMjAgNyAtMjMgMyAtMyAtMyAtMiAxMCAzIDI4IDUgMTkgMTMgNjUgMTggMTAyIDcgNTUgNiA3MCAtNSA3NCAtMTIKNSAtMTc4IC0yMCAtMjI2IC0zMyAtMTUgLTUgLTE3IDEgLTE0IDM4IDMgMzAgLTEgNDYgLTEyIDU0IC0xMiA5IC0xMyAxNSAtNAoyNSAxMSAxNCAxMyAxOSAxMyAzOCAwIDUgMTAgNyAyMyA0IDE3IC00IDE5IC0yIDggNSAtMTEgOCAzIDIyIDY1IDYyIDE1OCAxMDIKMzI2IDE2NiA1MzcgMjA0IGwxMjIgMjMgLTg1IDYgYy0xMTMgOSAtMTc0IDcgLTMwMCAtOHogbTI1MCAtNzUxIGMwIC0yIC05IDAKLTIwIDYgLTExIDYgLTIwIDEzIC0yMCAxNiAwIDIgOSAwIDIwIC02IDExIC02IDIwIC0xMyAyMCAtMTZ6IG0tMjg5IC05NzcKYy0xMCAtOSAtMTEgLTggLTUgNiAzIDEwIDkgMTUgMTIgMTIgMyAtMyAwIC0xMSAtNyAtMTh6IG0tNCAtNDMgYzAgLTE3IC0xMQotMTggLTI1IC0xIC04IDEwIC03IDEzIDcgMTQgMTAgMSAxOCAtNSAxOCAtMTN6IG0tMTI1NyAtMTU1IGMwIC0xMSAtOCAtNDMKLTE3IC03MiBsLTE3IC01MiAtMTMgNTAgYy03IDI4IC0xMyA2MCAtMTMgNzMgMCAyMCAzIDIxIDIwIDEyIDE2IC05IDIwIC04IDIwCjUgMCA5IDUgMTMgMTAgMTAgNiAtMyAxMCAtMTUgMTAgLTI2eiBtLTIwIC0xMDgyIGMwIC0yIC0xMCAtMTIgLTIyIC0yMyBsLTIzCi0xOSAxOSAyMyBjMTggMjEgMjYgMjcgMjYgMTl6Ii8+CjxwYXRoIGQ9Ik00NDI1IDM5MzAgYzI3IC0xMiA0MyAtMTIgMjUgMCAtOCA1IC0yMiA5IC0zMCA5IC0xMCAwIC04IC0zIDUgLTl6Ii8+CjxwYXRoIGQ9Ik00MTIxIDMxNjQgYzAgLTExIDMgLTE0IDYgLTYgMyA3IDIgMTYgLTEgMTkgLTMgNCAtNiAtMiAtNSAtMTN6Ii8+CjxwYXRoIGQ9Ik0xNDMwIDEyNzUgbDAgLTE2NSAxMTUgMCAxMTUgMCAwIDI1IGMwIDI1IC0xIDI1IC04NSAyNSBsLTg1IDAgMAoxNDAgMCAxNDAgLTMwIDAgLTMwIDAgMCAtMTY1eiIvPgo8cGF0aCBkPSJNMTc2MCAxNDE3IGMtNTAgLTMzIC03NSAtODIgLTc1IC0xNDcgMCAtMTA4IDc2IC0xNzcgMTg0IC0xNjYgOTIgOAoxNDIgNjEgMTQ5IDE1NSA0IDUxIDEgNjcgLTIxIDEwNCAtMzIgNTQgLTc2IDc3IC0xNTAgNzcgLTQwIDAgLTYzIC02IC04NyAtMjN6Cm0xNTYgLTQ1IGMzMiAtMjUgNDQgLTU1IDQ0IC0xMDUgMCAtODQgLTc2IC0xMzYgLTE1MyAtMTAzIC04MCAzMyAtODkgMTU5IC0xNQoyMTAgMzAgMjEgOTggMjAgMTI0IC0yeiIvPgo8cGF0aCBkPSJNMjA3MCAxMjc1IGwwIC0xNjUgMzAgMCBjMzAgMCAzMCAxIDMwIDU1IGwwIDU1IDMyIDAgYzI3IDAgNDIgLTEwCjgzIC01NiA0NCAtNDkgNTQgLTU1IDgzIC01MiBsMzMgMyAtNDggNTQgYy0yNyAzMSAtNDMgNTYgLTM2IDU4IDU5IDIwIDg3IDkxCjU5IDE1MCAtMjMgNDggLTY1IDYzIC0xNzYgNjMgbC05MCAwIDAgLTE2NXogbTIwNCA4OSBjMjIgLTIxIDIwIC01MCAtNCAtNzQKLTE2IC0xNiAtMzMgLTIwIC04MCAtMjAgbC02MCAwIDAgNTUgMCA1NSA2NCAwIGM0NSAwIDY5IC01IDgwIC0xNnoiLz4KPHBhdGggZD0iTTIzOTAgMTI3NSBsMCAtMTY1IDEyNSAwIDEyNSAwIDAgMzAgMCAzMCAtOTYgMCAtOTUgMCAzIDM4IDMgMzcgODgKMyBjODUgMyA4NyAzIDg3IDI3IDAgMjUgLTEgMjUgLTkwIDI1IGwtOTAgMCAwIDQwIDAgNDAgOTUgMCA5NSAwIDAgMzAgMCAzMAotMTI1IDAgLTEyNSAwIDAgLTE2NXoiLz4KPHBhdGggZD0iTTI2OTAgMTI3NSBsMCAtMTY1IDMwIDAgMzAgMCAwIDExNSBjMCA2MyAzIDExNSA4IDExNSA0IDAgMjcgLTI5IDUyCi02NSAyNSAtMzUgNTAgLTY0IDU2IC02NSA1IDAgMzIgMzAgNjAgNjcgbDQ5IDY4IDMgLTExOCAzIC0xMTcgMjkgMCAzMCAwIDAKMTY1IDAgMTY1IC0zMyAwIGMtMzEgMCAtMzkgLTcgLTgzIC03MCAtMjcgLTM4IC01MSAtNzAgLTU0IC03MCAtMyAwIC0yOSAzMgotNTggNzAgLTQ3IDYzIC01NiA3MCAtODcgNzAgbC0zNSAwIDAgLTE2NXoiLz4KPHBhdGggZD0iTTMyMTAgMTI3NSBjMCAtMTAzIDQgLTE2NSAxMCAtMTY1IDYgMCAxMCA2MiAxMCAxNjUgMCAxMDMgLTQgMTY1Ci0xMCAxNjUgLTYgMCAtMTAgLTYyIC0xMCAtMTY1eiIvPgo8cGF0aCBkPSJNMzMxMCAxMjc2IGMwIC0xMDQgNCAtMTY2IDEwIC0xNjYgNiAwIDEwIDI1IDEwIDU1IGwwIDU1IDY4IDAgYzEwOAowIDE2MSAzOSAxNjIgMTE3IDAgMjIgLTEwIDQzIC0yOSA2NSAtMjkgMzIgLTMxIDMzIC0xMjUgMzYgbC05NiA0IDAgLTE2NnoKbTIwMSAxMTUgYzM2IC0zNyAzOCAtNzkgNSAtMTE4IC0yMiAtMjUgLTMxIC0yOCAtMTA1IC0zMSBsLTgxIC00IDAgOTEgMCA5MQo3NiAwIGM3MCAwIDc4IC0yIDEwNSAtMjl6Ii8+CjxwYXRoIGQ9Ik0zNjY0IDE0MzAgYy0yOCAtMTEgLTU0IC00OCAtNTQgLTc2IDAgLTQwIDMxIC02MyAxMTAgLTgyIDEwNiAtMjcKMTIwIC0zNSAxMjAgLTc3IDAgLTQ3IC0zNiAtNzAgLTEwNiAtNjkgLTQwIDAgLTYwIDYgLTg3IDI3IC0yMCAxNSAtMzggMjMgLTQxCjE4IC05IC0xNCA0MSAtNDkgODUgLTYxIDQ4IC0xMyAxMTIgLTMgMTQ0IDIyIDIwIDE1IDI1IDI5IDI1IDYzIDAgNTUgLTE2IDY4Ci0xMTUgOTAgLTg2IDIwIC0xMTUgMzggLTExNSA3MCAwIDYwIDEyNSA5MCAxODQgNDQgMzcgLTI5IDQ4IC0xMyAxMyAxNyAtMjMKMjAgLTM5IDI0IC04NSAyMyAtMzEgMCAtNjcgLTQgLTc4IC05eiIvPgo8cGF0aCBkPSJNMzkyMCAxMzMwIGMwIC0xMTkgMTYgLTE4MiA1MyAtMjAxIDY2IC0zNiAxMzAgLTI3IDE3MSAyMiAyNSAyOSAyNgozNiAyNiAxNjAgMCA3OSAtNCAxMjkgLTEwIDEyOSAtNiAwIC0xMCAtNTAgLTEwIC0xMjkgMCAtMTI0IC0xIC0xMjkgLTI1IC0xNTQKLTMzIC0zMiAtNjggLTQxIC0xMTAgLTI3IC01NyAxOSAtNjkgNDkgLTczIDE4OCAtMiA2NyAtOCAxMjIgLTEzIDEyMiAtNSAwIC05Ci00OSAtOSAtMTEweiIvPgo8cGF0aCBkPSJNNDI1MCAxMjc1IGMwIC0yMTAgMTggLTIyNSAyMiAtMTggbDMgMTQ3IDY0IC05NyBjMzUgLTUzIDY3IC05NCA3MgotOTIgNCAzIDM0IDQ3IDY2IDk3IGw1OCA5MiAzIC0xNDcgYzQgLTIwNyAyMiAtMTkyIDIyIDE4IDAgMTI1IC0zIDE2NSAtMTIKMTY1IC03IDAgLTQwIC00MyAtNzMgLTk1IC0zMyAtNTEgLTYzIC05NCAtNjYgLTk0IC00IC0xIC0zNSA0MiAtNjkgOTQgLTM0IDUyCi02OSA5NSAtNzYgOTUgLTExIDAgLTE0IC0zMiAtMTQgLTE2NXoiLz4KPC9nPgo8L3N2Zz4K,2536
35,19,OPS,OPSIntegrator,14,31,ops.services.ieft,OPSops.services.ieftIntegrator,,0,102,,,8,Integrator,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,,entity_service_setting,,,
36,19,OPS,OPSIntegrator,15,31,ops.services.ieft,OPSops.services.ieftIntegrator,,0,102,,,10,Integrator,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,,entity_service_type_setting,,,
37,19,OPS,OPSParent,16,31,ops.services.ieft,OPSops.services.ieftParent,,0,102,,,10,Parent,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,,entity_service_type_setting,,,
38,19,OPS,OPSParent,17,31,ops.services.ieft,OPSops.services.ieftParent,,0,102,,,8,Parent,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,,entity_service_setting,,,
39,19,OPS,OPSDevice,18,31,ops.services.ieft,OPSops.services.ieftDevice,,0,102,,,1,Device,OPS,Online Payment Service,ops.services.ieft,Instant EFT,Instant EFT,/ieft,,entity_service_type_setting,,,
